Код,Номер распоряжения,Заказчик,ИНН Заказчика,Подрядчик,ИНН Подрядчика,Район,Адрес,Вид ограничения,Вид работ,Дата начала ограничения,Дата окончания ограничения,Дата снятия ограничения,Уточнение срока,Документы,Мониторинг,Основание,ПСП,МСК,Административное дело
381214,536-зд от 04.09.2023,пао 'россети ленэнерго',7803002209,пао 'россети ленэнерго',7803002209,петроградский,лодейнопольская ул. от левашовского пр. дл петрозаводской ул.),закрытие одного напр,работы по прокладке электрокабеля,20230918,20231017,20231023,(этап 1) закрывается направление движения транспорта от левашовского пр. к петрозаводской ул,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=605250&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=381214&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512405&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=543100&p3=242&p4=381214,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=252189&p3=89&p4=381214,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e381214&msk=0&t=1
381224,535-зд от 04.09.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,центральный,днепропетровская ул. у д.45 от наб.обводного канала до роменской ул.),огранич.движения,работы по прокладке инженерных сетей,20230911,20230914,20231004,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=605288&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=381224&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512379&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=543342&p3=234&p4=381224,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=252278&p3=49&p4=381224,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e381224&msk=0&t=1
381228,540-зд от 05.09.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,калининский,пр.науки от ул.академика константинова до ул.веденеева),огранич.движения,работы по прокладке инженерных сетей,20230918,20230920,20231003,(с 00:00 до 05:00) (этап 2),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=605286&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=381228&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e475346&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=543576&p3=234&p4=381228,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=252327&p3=58&p4=381228,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e381228&msk=0&t=1
381265,533-зд от 04.09.2023,спб гку 'дирекция транспортного строительства',7825342390,ао 'буер',7816124109,московский,8-й предпортовый проезд от 5-го предпортового проезда до 6-го предпортового проезда),полное закрытие дв,работы по прокладке инженерных сетей,20230907,20240526,-,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606041&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=381265&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e512496&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=543810&p3=234&p4=381265,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=252385&p3=55&p4=381265,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e381265&msk=0&t=1
381302,534-зд от 04.09.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,приморский,пр.испытателей (боковой проезд) у д.11 по пр.испытателей),огранич.движения,работы по ремонту инженерных коммуникаций,20230918,20230920,20230921,(этап 2),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=605633&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=381302&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e512390&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=544044&p3=234&p4=381302,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=252440&p3=56&p4=381302,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e381302&msk=0&t=1
381708,542-зд от 06.09.2023,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,выборгский,пр.культуры от пр.луначарского до кад),огранич.движения,работы по ремонту дорожного покрытия,20230913,20231007,20231027,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=605634&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=381708&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512288&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=544278&p3=253&p4=381708,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=252496&p3=91&p4=381708,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e381708&msk=0&t=1
381743,541-зд от 06.09.2023,спб гку 'додд',7801145804,спб гку 'додд',7801145804,красногвардейский,ул.передовиков у д.21),огранич.движения,работы по размещению светофорного объекта,20230911,20231001,20231004,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=605767&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=381743&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512555&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=544531&p3=255&p4=381743,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=252587&p3=137&p4=381743,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e381743&msk=0&t=1
381797,543-зд от 06.09.2023,ооо 'геокорп',7814535696,ооо 'геокорп',7814535696,василеостровский,"наличная ул. у малого пр.в.о., у шкиперского протока, у среднегаванского пр.)",огранич.движения,работы по размещению временного ограждения при изысканиях,20230915,20230917,20230925,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=605768&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=381797&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512556&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=544786&p3=252&p4=381797,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=252724&p3=117&p4=381797,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e381797&msk=0&t=1
382061,546-зд от 06.09.2023,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,приморский,наб.чёрной речки от выборгской наб. до торжковской ул.),огранич.движения,работы по ремонту дорожного покрытия,20230910,20231012,20231030,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=605668&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382061&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e475384&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=545038&p3=286&p4=382061,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=252841&p3=268&p4=382061,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382061&msk=0&t=1
382116,544-зд от 06.09.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,пушкинский,софийский бульв. (г.пушкин) от советского пер. до московского шоссе),огранич.движения,работы по строительству газопровода,20230925,20231205,20231212,(этап 1) и с 04.12.2023 по 05.12.2023 (этап 2),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606036&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382116&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e512563&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=545324&p3=234&p4=382116,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=253109&p3=53&p4=382116,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382116&msk=0&t=1
382139,545-зд от 06.09.2023,ооо'александровский квартал',7820050650,ооо'александровский квартал',7820050650,пушкинский,"учхозная ул. (г.пушкин,гуммолосары) от гумилёвской ул. до анциферовской ул.)",полное закрытие дв,работы по прокладке инженерных сетей,20230909,20231014,20231017,(этапы 1-5 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606037&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382139&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e512566&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=545558&p3=234&p4=382139,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=253162&p3=53&p4=382139,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382139&msk=0&t=1
382393,547-зд от 07.09.2023,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,курортный,левашовское шоссе (посёлок левашово) от разворотного кольца (у завода 'хундай') до горского шоссе),огранич.движения,работы по ремонту дорожного покрытия,20230910,20231006,20231009,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606128&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382393&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512561&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=545792&p3=264&p4=382393,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=253215&p3=124&p4=382393,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382393&msk=0&t=1
382469,553-зд от 08.09.2023,спб гбу 'мостотрест',7806215195,ооо 'трансдортех',7814085623,пушкинский,витебский пр. (посёлок шушары) (путепровод через московское шоссе)),огранич.движения,работы по ремонту дорожного покрытия,20230911,20230928,20231002,(этапы 1 и 2 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606246&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382469&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512584&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=546056&p3=242&p4=382469,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=253339&p3=87&p4=382469,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382469&msk=0&t=1
382471,548-зд от 08.09.2023,спб гку 'додд',7801145804,спб гку 'додд',7801145804,красносельский,"санкт-петербург, перекресток пр.ветеранов и ул.партизана германа",огранич.движения,работы по реконструкции светофорного объекта,20230913,20231006,20231010,(этапы 1-5 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606251&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382471&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e512578&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=546298&p3=243&p4=382471,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=253426&p3=86&p4=382471,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382471&msk=0&t=1
382575,549-зд от 08.09.2023,ао 'зсд',7825392577,ао 'зсд',7825392577,московский,"цветочная ул. от иркутской ул. до рощинской ул., включая перекресток с иркутской ул.)",огранич.движения,работы по прокладке инженерных сетей,20230911,20240322,20240428,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606126&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382575&t=1,не ордер гати,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=546541&p3=238&p4=382575,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=253512&p3=72&p4=382575,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382575&msk=0&t=1
382579,554-зд от 08.09.2023,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,калининский,чугунная ул. от литовской ул. до полюстровского пр.),огранич.движения,работы по ремонту дорожного покрытия,20230916,20231015,20231205,(этапы 1-11 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606125&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382579&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512579&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=546779&p3=282&p4=382579,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=253584&p3=166&p4=382579,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382579&msk=0&t=1
382631,550-зд от 08.09.2023,ао 'теплосеть санкт-петербурга',7810577007,ао 'теплосеть санкт-петербурга',7810577007,василеостровский,"санкт-петербург, 10-11 линия в.о. от малого пр.в.о. до среднего пр.в.о",полное закрытие дв,работы по строительству тепловых сетей,20230911,20231010,20240304,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=607101&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382631&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e475423&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=547061&p3=234&p4=382631,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=253750&p3=53&p4=382631,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382631&msk=0&t=1
382640,555-зд от 08.09.2023,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,красногвардейский,пискарёвский пр. (боковые проезды) от нартовской ул. до ул.руставели),огранич.движения,работы по ремонту дорожного покрытия,20230911,20230927,20231004,(этапы 1-5.2 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606829&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382640&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512590&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=547295&p3=252&p4=382640,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=253803&p3=132&p4=382640,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382640&msk=0&t=1
382661,551-зд от 08.09.2023,ооо 'стрелка',7842125846,ооо 'стрелка',7842125846,петродворцовый,красносельское шоссе (посёлок стрельна) от д.17а до д.29),огранич.движения,работы по прокладке инженерных сетей,20230912,20230928,20231204,"(этапы 1, 1.1, 1.2, 1.3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606515&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382661&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512586&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=547547&p3=234&p4=382661,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=253935&p3=52&p4=382661,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382661&msk=0&t=1
382673,552-зд от 08.09.2023,спб гку 'додд',7801145804,спб гку 'додд',7801145804,невский,"санкт-петербург, перекресток пр.обуховской обороны и пер.ногина",огранич.движения,работы по реконструкции светофорного объекта,20230913,20231006,20231010,"(этапы 1,2,3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606518&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382673&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512580&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=547781&p3=243&p4=382673,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=253987&p3=86&p4=382673,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382673&msk=0&t=1
382683,556-зд от 08.09.2023,спб гку 'дирекция транспортного строительства',7825342390,ао 'трест',7840008449,выборгский,ул.академика лебедева от боткинской ул. до литейного моста),огранич.движения,работы по ремонту трамвайных путей,20230912,20231004,20231010,(этап 2),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=607389&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382683&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512264&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=548024&p3=256&p4=382683,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=254073&p3=140&p4=382683,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382683&msk=0&t=1
382718,557-зд от 11.09.2023,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,приморский,ул.щербакова от репищевой ул. до новосельковской ул.),огранич.движения,работы по ремонту дорожного покрытия,20230918,20231007,20231010,(этапы 1-7 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606249&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382718&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512466&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=548280&p3=238&p4=382718,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=254213&p3=76&p4=382718,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382718&msk=0&t=1
382762,558-зд от 11.09.2023,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,курортный,приморское шоссе (г.сестрорецк) от ул.володарского до вокзальной ул.),огранич.движения,работы по ремонту дорожного покрытия,20230914,20231015,20231019,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606248&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382762&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512572&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=548518&p3=397&p4=382762,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=254289&p3=486&p4=382762,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382762&msk=0&t=1
382814,560-зд от 12.09.2023,спб гку 'додд',7801145804,спб гку 'додд',7801145804,красногвардейский,"санкт-петербург, перекресток заневского пр. и ул.стахановцев",огранич.движения,работы по реконструкции светофорного объекта,20230915,20231015,20231023,(этапы 1-2 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606520&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382814&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512600&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=548915&p3=243&p4=382814,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=254775&p3=86&p4=382814,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382814&msk=0&t=1
382818,562-зд от 12.09.2023,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,невский,ул.кржижановского от ул.латышских стрелков до ул.коллонтай),огранич.движения,работы по ремонту дорожного покрытия,20230915,20231015,20231221,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606835&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382818&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512568&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=549158&p3=295&p4=382818,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=254861&p3=201&p4=382818,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382818&msk=0&t=1
382825,559-зд от 12.09.2023,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,выборгский,горское шоссе (посёлок левашово) от левашовского шоссе до ул.добрая горка),огранич.движения,работы по ремонту дорожного покрытия,20230915,20231013,20231017,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=607015&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382825&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e512607&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=549453&p3=252&p4=382825,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=255062&p3=94&p4=382825,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382825&msk=0&t=1
382830,561-зд от 12.09.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,пушкинский,3-й бадаевский проезд (посёлок шушары) у д.10 от ул.ленина до кузовной ул.),огранич.движения,работы по строительству газопровода,20231015,20231021,20231025,(этап 1),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=607103&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382830&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e475489&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=549705&p3=234&p4=382830,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=255156&p3=53&p4=382830,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382830&msk=0&t=1
382843,563-зд от 13.09.2023,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,кировский,наб.р.екатерингофки (муниципальный округ морские ворота) у д.24),огранич.движения,работы по строительству газопровода,20230918,20231013,20231017,"(этапы 1.1,1.2 последовательно) и с 09.10.2023 по 13.10.2023 (этапы 3,4.1,4.2 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=606876&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382843&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e378729&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=549939&p3=234&p4=382843,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=255209&p3=53&p4=382843,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382843&msk=0&t=1
382859,566-зд от 13.09.2023,гуп 'тэк спб',7830001028,ооо 'ик энергия',7810729228,приморский,планерная ул. от камышовой ул. до богатырского пр.),полное закрытие дв,работы по прокладке тепловой сети,20230917,20240111,20231125,"(этапы 24, 23, 22, 21, 20 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=608271&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382859&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e512146&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=550173&p3=234&p4=382859,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=255262&p3=58&p4=382859,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382859&msk=0&t=1
382868,568-зд от 14.09.2023,гуп 'тэк спб',7830001028,ооо 'тесла',5505044898,выборгский,ул.есенина от поэтического бульв. до пр.просвещения),полное закрытие дв,работы по реконструкции тепловой сети,20230923,20230924,20230928,(этап 9),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=607265&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382868&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e506728&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=550407&p3=234&p4=382868,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=255320&p3=58&p4=382868,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382868&msk=0&t=1
382892,564-зд от 13.09.2023,гуп 'тэк спб',7830001028,ооо 'тесла',5505044898,выборгский,ул.есенина от поэтического бульв. до пр.просвещения),полное закрытие дв,работы по реконструкции тепловой сети,20230916,20230917,20230921,(этап 8),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=607263&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382892&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e506728&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=550641&p3=234&p4=382892,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=255378&p3=58&p4=382892,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382892&msk=0&t=1
382896,569-зд от 14.09.2023,гуп 'тэк спб',7830001028,ооо 'тесла',5505044898,выборгский,ул.есенина от поэтического бульв. до пр.просвещения),полное закрытие дв,работы по реконструкции тепловой сети,20231007,20231008,20231010,(этап 18),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=607245&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=382896&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e506728&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=550875&p3=234&p4=382896,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=255436&p3=54&p4=382896,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e382896&msk=0&t=1
